expert_locality,expert_province,expert_region,expert_country,expert_lang,expert_experience,expert_title,expert_education,expert_work_from_home,project_locality,project_province,project_region,project_country,project_lang,company_name,project_experience,project_title,project_education,project_work_from_home,liked
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,1,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,both,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,1,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,both,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,1,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,both,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Braine-l'Alleud,Walloon Brabant,Walloon Region,Belgium,English,UCB,1,PhD Researcher (Marie Curie Fellow in the FP7 A-TEAM project),master ,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,2,R&D Scientist,Master,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Bengaluru,Bangalore Urban,Karnataka,India,English,Novo Nordisk,3,Customer Quality Manager OUS,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Beerse,Antwerp,Flanders,Belgium,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Malmö,Malmö,Skåne County,Sweden,German,13,Business Controller,post doctoral,yes,Mumbai,Mumbai Suburban,Maharashtra,India,English,Johnson & Johnson,9,Business development director,bachelor,both,0
Copenhagen,København,Capital Region of Denmark,Denmark,English,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Danish,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Norwegian,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,Swedish,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Copenhagen,København,Capital Region of Denmark,Denmark,German,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,English,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,Danish,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,Norwegian,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,Swedish,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Oslo,Oslo Municipality,Oslo,Norway,German,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,English,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,Danish,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,Norwegian,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
Malmö,Malmö,Skåne County,Sweden,Swedish,13,Business Controller,post doctoral,yes,Mont-Saint-Guibert,Walloon Brabant,Walloon Region,Belgium,English,Promethera,5,Head of Non Clinical Safety,bachelor,no,0
